text,modality,is_scam,severity,clean_text
"Agent: Hello, SBI security desk. Suspicious transaction of ₹50000 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now.",call,1,5,"agent: hello, sbi security desk. suspicious transaction of ₹ OTP detected. senior: oh no. agent: to block it, please confirm the otp sent to your phone. senior: i will call the official helpline. agent: if you delay, funds will be lost. read otp now."
"Buyer: I'm buying from OLX. I'll send ₹349 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you.",call,1,4,"buyer: i'm buying from olx. i'll send ₹349 now. senior: ok. buyer: you will get an otp. read it to confirm payment. senior: otp is private. buyer: no problem, then scan the qr i'll whatsapp you."
"Automated: Your OTP for Amazon is 794339. Repeat 794339.
Senior: Okay.",call,0,1,automated: your otp for amazon is OTP . repeat OTP . senior: okay.
"Agent: Hello, SBI security desk. Suspicious transaction of ₹349 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now.",call,1,5,"agent: hello, sbi security desk. suspicious transaction of ₹349 detected. senior: oh no. agent: to block it, please confirm the otp sent to your phone. senior: i will call the official helpline. agent: if you delay, funds will be lost. read otp now."
"Agent: Congratulations! You have won ₹1500 in WhatsApp Promo.
Senior: Really?
Agent: Pay processing fee ₹149 to UPI wfzsel@okhdfc to claim.",call,1,4,agent: congratulations! you have won ₹ OTP in whatsapp promo. senior: really? agent: pay processing fee ₹149 to upi wfzsel@okhdfc to claim.
"Technician: This is Paytm support. Your device has malware.
Senior: What should I do?
Technician: Install AnyDesk. I will guide you. Link: https://rebrand.ly/HsuCOe2",call,1,4,technician: this is paytm support. your device has malware. senior: what should i do? technician: install anydesk. i will guide you. link: URL
"Clinic: Hello, confirming your appointment on 18-Oct at 7:00 PM.
Senior: Yes confirmed, thank you.
Clinic: Please arrive 10 minutes early.",call,0,1,"clinic: hello, confirming your appointment on 18-oct at 7:00 pm. senior: yes confirmed, thank you. clinic: please arrive 10 minutes early."
"Agent: Calling from Blue Dart. Your parcel is held at customs.
Senior: I didn't order anything.
Agent: Pay clearance ₹49 at https://rebrand.ly/rZppROi within 30 minutes.",call,1,4,agent: calling from blue dart. your parcel is held at customs. senior: i didn't order anything. agent: pay clearance ₹49 at URL within 30 minutes.
"Officer: This is Cyber Crime Cell. Your identity is linked to money laundering.
Senior: That cannot be true.
Officer: You are under digital arrest. Do not disconnect.
Senior: I will come to the police station.
Officer: No. Verification is online only. Provide Aadhaar number now.
Officer: Transfer ₹100000 to UPI wwgpyl@okicici for verification. It will be refunded.",call,1,5,officer: this is cyber crime cell. your identity is linked to money laundering. senior: that cannot be true. officer: you are under digital arrest. do not disconnect. senior: i will come to the police station. officer: no. verification is online only. provide aadhaar number now. officer: transfer ₹ OTP to upi wwgpyl@okicici for verification. it will be refunded.
"Agent: Pre-approved loan ₹199 ready. Activate with fee ₹499.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://t.co/KfzkO2n.",call,1,3,agent: pre-approved loan ₹199 ready. activate with fee ₹499. senior: i did not apply. agent: offer ends today. pay via URL
Officer: This ji is Income Tax Department. Your identity is linked to money laundering. Senior: That cannot be true. Officer: You are under digital arrest. Do not disconnect. Officer: Transfer ₹2500 to UPI tmhlpu@ibl for verification. It will be um refunded.,call,1,5,officer: this ji is income tax department. your identity is linked to money laundering. senior: that cannot be true. officer: you are under digital arrest. do not disconnect. officer: transfer ₹ OTP to upi tmhlpu@ibl for verification. it will be um refunded.
"Agent: Hello, ICICI security desk. Suspicious transaction of ₹999 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now.",call,1,5,"agent: hello, icici security desk. suspicious transaction of ₹999 detected. senior: oh no. agent: to block it, please confirm the otp sent to your phone. senior: i will call the official helpline. agent: if you delay, funds will be lost. read otp now."
"Agent: Pre-approved loan ₹199 ready. Activate with fee ₹79.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://bit.ly/I3VCzPy.",call,1,3,agent: pre-approved loan ₹199 ready. activate with fee ₹79. senior: i did not apply. agent: offer ends today. pay via URL
"Buyer: I'm buying from OLX. I'll send ₹999 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.",call,1,4,buyer: i'm buying from olx. i'll send ₹999 now. senior: ok. buyer: you will get an otp. read it to confirm payment.
"Technician: This is Paytm support. Your device has malware.
Senior: What should I do?
Technician: Install AnyDesk. I will guide you. Link: https://rebrand.ly/gKIzfKq",call,1,4,technician: this is paytm support. your device has malware. senior: what should i do? technician: install anydesk. i will guide you. link: URL
"Automated: Your OTP for Amazon is 274274. Repeat 274274.
Senior: Okay.",call,0,1,automated: your otp for amazon is OTP . repeat OTP . senior: okay.
"Buyer: I'm buying from Facebook Marketplace. I'll send ₹9900 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you.",call,1,4,"buyer: i'm buying from facebook marketplace. i'll send ₹ OTP now. senior: ok. buyer: you will get an otp. read it to confirm payment. senior: otp is private. buyer: no problem, then scan the qr i'll whatsapp you."
"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹50000 to UPI srbvdb@okicici now.",call,1,5,"caller: hello, it's me. i'm in trouble. please don't panic. senior: who is this? caller: i can't talk. send ₹ OTP to upi srbvdb@okicici now."
"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹25000 to UPI qyaqqd@paytm now.",call,1,5,"caller: hello, it's me. i'm in trouble. please don't panic. senior: who is this? caller: i can't talk. send ₹ OTP to upi qyaqqd@paytm now."
"Agent: Congratulations! You have won ₹9900 in Mega Bumper Draw.
Senior: Really?
Agent: Pay processing fee ₹79 to UPI mchsca@ybl to claim.",call,1,4,agent: congratulations! you have won ₹ OTP in mega bumper draw. senior: really? agent: pay processing fee ₹79 to upi mchsca@ybl to claim.
"Clinic: Hello, confirming ji your appointment on 10-Aug at 2:30 PM. sir Senior: Yes confirmed, thank you. Clinic: Please arrive 10 minutes early. [inaudible]",call,0,1,"clinic: hello, confirming ji your appointment on 10-aug at 2:30 pm. sir senior: yes confirmed, thank you. clinic: please arrive 10 minutes early."
"Agent: This is BSNL verification. Your SIM will be deactivated today.
Senior: Why?
Agent: KYC pending. Update at https://bank-kycverify.com/j9x5ar9kt8 or share OTP.
Agent: Also note MSEB bill overdue. Pay to avoid disconnection.",call,1,4,agent: this is bsnl verification. your sim will be deactivated today. senior: why? agent: kyc pending. update at URL or share otp. agent: also note mseb bill overdue. pay to avoid disconnection.
sir Agent: Congratulations! You have won ma'am ₹999 in New Year Bonanza. Senior: Really? Agent: Pay processing fee ₹49 to UPI byvmfj@paytm to claim. haan,call,1,4,sir agent: congratulations! you have won ma'am ₹999 in new year bonanza. senior: really? agent: pay processing fee ₹49 to upi byvmfj@paytm to claim. haan
"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹499 to UPI qdeboj@paytm now.",call,1,5,"caller: hello, it's me. i'm in trouble. please don't panic. senior: who is this? caller: i can't talk. send ₹499 to upi qdeboj@paytm now."
"Caller: Hello, it's me. I'm in trouble. Please don't panic. Senior: Who is this? Caller: I can't talk. Send sir ₹25000 ji to UPI jeegzq@okicici now.",call,1,5,"caller: hello, it's me. i'm in trouble. please don't panic. senior: who is this? caller: i can't talk. send sir ₹ OTP ji to upi jeegzq@okicici now."
Agent: Congratulations! You have um won ₹100000 in New uh Year Bonanza. Senior: Really? Agent: Pay processing fee ₹149 to UPI anhido@okhdfc to claim.,call,1,4,agent: congratulations! you have um won ₹ OTP in new uh year bonanza. senior: really? agent: pay processing fee ₹149 to upi anhido@okhdfc to claim.
"Agent: Calling from FedEx. Your parcel is held at customs.
Senior: I didn't order anything.
Agent: Pay clearance ₹299 at https://bit.ly/Pp71nxU within 30 minutes.",call,1,4,agent: calling from fedex. your parcel is held at customs. senior: i didn't order anything. agent: pay clearance ₹299 at URL within 30 minutes.
"Bank Agent: Hello, thank you for calling ICICI. How may I help you?
Senior: I want to verify a transaction I received an alert for.
Bank Agent: Please confirm last 4 digits of your account.
Senior: It is 3560.
Bank Agent: Thank you. I can see the transaction status in your account.",call,0,1,"bank agent: hello, thank you for calling icici. how may i help you? senior: i want to verify a transaction i received an alert for. bank agent: please confirm last 4 digits of your account. senior: it is OTP . bank agent: thank you. i can see the transaction status in your account."
"Clinic: Hello, confirming your appointment on 21-May at 10:00 AM.
Senior: Yes confirmed, thank you.
Clinic: Please arrive 10 minutes early.",call,0,1,"clinic: hello, confirming your appointment on 21-may at 10:00 am. senior: yes confirmed, thank you. clinic: please arrive 10 minutes early."
[Voicemail] TNEB bill overdue. Pay ₹200000 at https://rebrand.ly/uwfg9Ui to avoid disconnection. Jaldi.,audio,1,4,tneb bill overdue. pay ₹ OTP at URL to avoid disconnection. jaldi.
[Automated Voice] Blue Dart: Parcel held at customs. Pay clearance fee ₹49 at https://cutt.ly/eIxh7yR.,audio,1,4,blue dart: parcel held at customs. pay clearance fee ₹49 at URL
[Automated Voice] Congratulations! Prize ₹999 in New Year Bonanza. Pay processing ₹999 to UPI wqfmth@ibl.,audio,1,4,congratulations! prize ₹999 in new year bonanza. pay processing ₹999 to upi wqfmth@ibl.
[Voicemail] Buyer payment pending. Share OTP to receive ₹200000.,audio,1,4,buyer payment pending. share otp to receive ₹ OTP .
[Voicemail] Airtel plan expires on 21-Nov. Renew in official app or https://axisbank.com/ghr5suvdr2.,audio,0,1,airtel plan expires on 21-nov. renew in official app or URL
[Automated Voice] Paytm support. Malware detected. Install AnyDesk from https://support-helpdesk.in/g98kxmu31r now.,audio,1,4,paytm support. malware detected. install anydesk from URL now.
sir [Voicemail] Vi plan expires on 23-Mar. Renew in official app um ji or https://hdfcbank.com/5drmal7a11.,audio,0,1,sir vi plan expires on 23-mar. renew in official app um ji or URL
[Automated Voice] Paytm support. Malware detected. Install Remote Assist from https://track-parcel.in/tijo5p4cr8 now.,audio,1,4,paytm support. malware detected. install remote assist from URL now.
[Automated Voice] Your BSNL SIM will be deactivated today. Update KYC at https://bank-kycverify.com/xdgve463ox.,audio,1,4,your bsnl sim will be deactivated today. update kyc at URL
[Automated Voice] Refund um of ₹200000 pending. Confirm your bank details at uh https://cybercrime-case.in/bjuzetwfqe. uh,audio,1,3,refund um of ₹ OTP pending. confirm your bank details at uh URL uh
[Voicemail] Address verification failed. Reschedule at https://gpay-help.in/3ngxcpdvna.,audio,1,3,address verification failed. reschedule at URL
[Voicemail] KYC pending. Update now at https://bit.ly/CdVKO48 to avoid account freeze.,audio,1,4,kyc pending. update now at URL to avoid account freeze.
[Automated Voice] Congratulations! Prize ₹1500 in KBC. Pay processing ₹49 to UPI ejgkha@ibl.,audio,1,4,congratulations! prize ₹ OTP in kbc. pay processing ₹49 to upi ejgkha@ibl.
[Voicemail] HR update: job offer confirmed. Pay registration fee ₹79 at,audio,1,3,hr update: job offer confirmed. pay registration fee ₹79 at
[Voicemail] KYC pending. Update now at https://bit.ly/1tnbZcM ma'am to ma'am avoid account freeze.,audio,1,4,kyc pending. update now at URL ma'am to ma'am avoid account freeze.
[Voicemail] HR update: job offer confirmed. Pay registration fee ₹199 at https://tinyurl.com/YmY0Iiq.,audio,1,3,hr update: job offer confirmed. pay registration fee ₹199 at URL
[Automated Voice] Your Vi ma'am SIM okay ji will be deactivated today. Update KYC at https://verify-now.co/rrbsu9lyjo.,audio,1,4,your vi ma'am sim okay ji will be deactivated today. update kyc at URL
[Automated Voice] Axis alert: suspicious transaction of ₹199. Share OTP to block immediately.,audio,1,5,axis alert: suspicious transaction of ₹199. share otp to block immediately.
[Voicemail] Airtel plan expires on 15-Dec. Renew in official app or https://hdfcbank.com/gsqfnd1c9m.,audio,0,1,airtel plan expires on 15-dec. renew in official app or URL
[Automated Voice] Pre-approved loan ₹9900. Activate by paying fee ₹199 at https://tinyurl.com/tLoGefn.,audio,1,3,pre-approved loan ₹ OTP . activate by paying fee ₹199 at URL
[Voicemail] Vi plan expires on 31-Mar. Renew in um official um app or https://sbi.co.in/...,audio,0,1,vi plan expires on 31-mar. renew in um official um app or URL
um [Voicemail] HR update: job offer confirmed. ma'am Pay registration fee ₹99 at https://cutt.ly/DIIPBYe.,audio,1,3,um hr update: job offer confirmed. ma'am pay registration fee ₹99 at URL
[Voicemail] FedEx delivery scheduled today. Track: https://sbi.co.in/ib29jlu14e,audio,0,1,fedex delivery scheduled today. track: URL
[Voicemail] Security issue uh detected. Call +91-93808-23954 for assistance. ma'am,audio,1,3,security issue uh detected. call +91- OTP - OTP for assistance. ma'am
[Automated Voice] Apple sir support. Malware detected. Install QuickSupport from https://verify-now.co/r4zk3fu3q9 now. [inaudible],audio,1,4,apple sir support. malware detected. install quicksupport from URL now.
[Voicemail] HR sir update: job offer confirmed. Pay okay registration fee ₹149 at [inaudible],audio,1,3,hr sir update: job offer confirmed. pay okay registration fee ₹149 at
[Automated Voice] This is Income Tax Department. Your identity is linked to a criminal case. Press 1 to verify now.,audio,1,5,this is income tax department. your identity is linked to a criminal case. press 1 to verify now.
"[Voice Note] Mom, it's me. Emergency hai. ₹2500 UPI puoqoy@ybl abhi. Please don't call.",audio,1,5,"mom, it's me. emergency hai. ₹ OTP upi puoqoy@ybl abhi. please don't call."
[Automated Voice] India Post: Parcel held at customs. Pay clearance fee ₹149 at https://rebrand.ly/16t3vpQ.,audio,1,4,india post: parcel held at customs. pay clearance fee ₹149 at URL
[Automated Voice] This is Cyber Crime Cell. Your identity is linked to a criminal case. Press 1 to verify now.,audio,1,5,this is cyber crime cell. your identity is linked to a criminal case. press 1 to verify now.
[Automated Voice] This is Police Control Room. Your sir identity is linked to a haan criminal case. Press 1 to verify sir now.,audio,1,5,this is police control room. your sir identity is linked to a haan criminal case. press 1 to verify sir now.
[Automated Voice] Apple support. Malware detected. Install AnyDesk from https://track-parcel.in/bsen1qrst8 now.,audio,1,4,apple support. malware detected. install anydesk from URL now.
[Automated Voice] Amazon Logistics: Parcel held at customs. Pay clearance fee ₹79 at Jaldi.,audio,1,4,amazon logistics: parcel held at customs. pay clearance fee ₹79 at jaldi.
[Automated Voice] Delhivery: haan Parcel held at customs. Pay clearance fee ₹149 at [inaudible],audio,1,4,delhivery: haan parcel held at customs. pay clearance fee ₹149 at
[Automated Voice] Pre-approved loan ₹12000. Activate by paying fee haan ₹2...,audio,1,3,pre-approved loan ₹ OTP . activate by paying fee haan ₹2...
[Automated Voice] Congratulations! Prize ₹499 in Mega haan Bumper Draw. Pay uh processing ₹299 to UPI ayrosv@okicici.,audio,1,4,congratulations! prize ₹499 in mega haan bumper draw. pay uh processing ₹299 to upi ayrosv@okicici.
"[Automated Voice] Canara alert. Debit of ₹199 occurred. If not you, call official helpline.",audio,0,1,"canara alert. debit of ₹199 occurred. if not you, call official helpline."
[Automated Voice] Pre-approved loan ₹999. Activate by paying sir fee ₹999 um at https://cutt.ly/qbPhxQb. [inaudible],audio,1,3,pre-approved loan ₹999. activate by paying sir fee ₹999 um at URL
"[Automated Voice] Axis alert. Debit of ₹2500 occurred. If um not ma'am you, call official...",audio,0,1,"axis alert. debit of ₹ OTP occurred. if um not ma'am you, call official..."
[Voicemail] MSEB bill overdue. Pay ₹499 at https://bit.ly/uce5o6C to avoid disconnection.,audio,1,4,mseb bill overdue. pay ₹499 at URL to avoid disconnection.
[Automated Voice] Pre-approved loan ₹50000. Activate by paying fee ₹199 at,audio,1,3,pre-approved loan ₹ OTP . activate by paying fee ₹199 at
sir [Automated Voice] This is CBI. Your identity is okay linked to a criminal case. Press 1 to verify now. [inaudible],audio,1,5,sir this is cbi. your identity is okay linked to a criminal case. press 1 to verify now.
haan [Voicemail] HR update: job offer confirmed. sir Pay registration fee ₹49 at https://tinyurl.com/zdmKIXD.,audio,1,3,haan hr update: job offer confirmed. sir pay registration fee ₹49 at URL
[Automated Voice] Paytm support. Malware detected. Install TeamViewer from https://pay-safe.link/9ieshi7bsq now.,audio,1,4,paytm support. malware detected. install teamviewer from URL now.
[Automated Voice] Your BSNL SIM will be deactivated today. Update KYC at https://secure-kyc-update.in/532g1vr0zl.,audio,1,4,your bsnl sim will be deactivated today. update kyc at URL
[Voicemail] KYC pending. Update now at https://t.co/XgW3mlT to avoid account freeze.,audio,1,4,kyc pending. update now at URL to avoid account freeze.
[Voicemail] Vi plan expires on 09-Feb. Renew in official app or https://passportindia.gov.in/z396lktf46.,audio,0,1,vi plan expires on 09-feb. renew in official app or URL
[Automated Voice] SBI alert: suspicious transaction of ₹349. Share OTP to block immediately.,audio,1,5,sbi alert: suspicious transaction of ₹349. share otp to block immediately.
[Automated Voice] Congratulations! Prize ₹7500 in WhatsApp Promo. Pay processing ₹99 to UPI nnvwzj@okhdfc.,audio,1,4,congratulations! prize ₹ OTP in whatsapp promo. pay processing ₹99 to upi nnvwzj@okhdfc.
"[Automated Voice] Axis alert. Debit of ₹200000 occurred. If not you, call official helpline.",audio,0,1,"axis alert. debit of ₹ OTP occurred. if not you, call official helpline."
"[Voice Note] Mom, it's me. Emergency hai. ₹999 UPI ovvphf@ibl abhi. Please don't call.",audio,1,5,"mom, it's me. emergency hai. ₹999 upi ovvphf@ibl abhi. please don't call."
[Voicemail] HR update: job offer confirmed. Pay registration fee ₹499 at https://bit.ly/Yl5aKOi.,audio,1,3,hr update: job offer confirmed. pay registration fee ₹499 at URL
[Automated Voice] Pre-approved loan ₹7500. Activate by paying fee ₹79 at,audio,1,3,pre-approved loan ₹ OTP . activate by paying fee ₹79 at
uh [Automated Voice] You are under ji digital arrest. Stay on line and transfer ₹999 to UPI haan ellvnu@okhdfc. [inaudible],audio,1,5,uh you are under ji digital arrest. stay on line and transfer ₹999 to upi haan ellvnu@okhdfc.
ji [Automated ma'am Voice] DTDC: Parcel held sir at customs. Pay clearance fee ₹49 at [inaudible],audio,1,4,ji dtdc: parcel held sir at customs. pay clearance fee ₹49 at
[Automated Voice] Pre-approved loan ₹2500. Activate by paying fee ₹299 at https://cutt.ly/WztB6ct.,audio,1,3,pre-approved loan ₹ OTP . activate by paying fee ₹299 at URL
[Voicemail] Buyer payment pending. Share OTP to receive ₹2500.,audio,1,4,buyer payment pending. share otp to receive ₹ OTP .
[Automated Voice] Refund of ₹50000 pending. Confirm your bank details at,audio,1,3,refund of ₹ OTP pending. confirm your bank details at
[Voice Note] Hi! Just wanted to check if you reached home. Call when free.,audio,0,1,hi! just wanted to check if you reached home. call when free.
[Automated Voice] Refund uh of ₹50000 um pending. Confirm your bank um details at https://bank-kycverify.com/zbvv9xhu...,audio,1,3,refund uh of ₹ OTP um pending. confirm your bank um details at URL
[Automated Voice] This is CBI. Your identity is linked ji to a criminal case. sir ma'am Press 1 to verify now.,audio,1,5,this is cbi. your identity is linked ji to a criminal case. sir ma'am press 1 to verify now.
"[Voice Note] Mom, it's me. Emergency hai. ₹349 UPI sslsty@oksbi abhi. Please don't call.",audio,1,5,"mom, it's me. emergency hai. ₹349 upi sslsty@oksbi abhi. please don't call."
[Voicemail] KYC pending. Update now at https://t.co/plNQG6p to avoid account okay freeze.,audio,1,4,kyc pending. update now at URL to avoid account okay freeze.
[Automated Voice] Congratulations! Prize ₹25000 in Festival Lucky Draw. Pay processing ₹199 to UPI ylnhit@ybl.,audio,1,4,congratulations! prize ₹ OTP in festival lucky draw. pay processing ₹199 to upi ylnhit@ybl.
"[Automated Voice] Canara alert. Debit of ₹12000 occurred. If not you, call official helpline.",audio,0,1,"canara alert. debit of ₹ OTP occurred. if not you, call official helpline."
[Automated Voice] Your Vi SIM will be deactivated today. Update KYC at https://secure-kyc-update.in/tihkerz3a8.,audio,1,4,your vi sim will be deactivated today. update kyc at URL
[Automated Voice] Congratulations! Prize ₹1500 in Mega Bumper Draw. Pay processing ₹99 to UPI nfjatv@ibl.,audio,1,4,congratulations! prize ₹ OTP in mega bumper draw. pay processing ₹99 to upi nfjatv@ibl.
"[Voice Note] Mom, it's me. Emergency hai. ₹349 UPI ngljuz@okicici abhi. Please don't call.",audio,1,5,"mom, it's me. emergency hai. ₹349 upi ngljuz@okicici abhi. please don't call."
"[Voice Note] Mom, okay ma'am it's me. Emergency sir hai. ₹12000 UPI giabzs@okicici abhi. Please don't call.",audio,1,5,"mom, okay ma'am it's me. emergency sir hai. ₹ OTP upi giabzs@okicici abhi. please don't call."
[Automated Voice] Refund of ₹12000 pending. Confirm your bank details at https://pay-safe.link/vk4st3qgpc.,audio,1,3,refund of ₹ OTP pending. confirm your bank details at URL
"[Voice Note] Mom, it's me. Emergency hai. ₹499 UPI cpfjtf@ibl abhi. Please don't call.",audio,1,5,"mom, it's me. emergency hai. ₹499 upi cpfjtf@ibl abhi. please don't call."
[Automated Voice] Your OTP for Paytm is 428355. Repeat 428355. Do not share it.,audio,0,1,your otp for paytm is OTP . repeat OTP . do not share it.
"[Automated uh ji Voice] PNB alert. Debit of ₹25000 occurred. If not you, call official helpline. haan",audio,0,1,"pnb alert. debit of ₹ OTP occurred. if not you, call official helpline. haan"
